,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
664,"[-44.240166    76.75544      5.7844043   14.792402    -0.24856946
   3.9209971   -1.0784633    1.9051783   -4.281902     4.1067953
  -7.4382358    3.7719626   -0.9092474    0.12339319   0.11659782
   0.91939896  -2.9278512   -0.620916    -3.8976429    3.1753252 ]","[0.47890785 0.31446844 0.4016957  0.28511778 0.45196298 0.34328952
 0.22892028 0.3235958  0.29591903 0.43967003 0.27043492 0.37049672]","[22.34407649 16.18449546 20.17816774 20.54065066 23.26988191 23.20080749
 47.49675992]","[[-476.767 -476.767 -476.767 ... -476.767 -476.767 -476.767]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 ...
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]]","[[0.7981228  0.9278641  0.86209136 ... 0.42100576 0.548785   0.4006252 ]
 [0.7660838  0.9695778  1.         ... 0.07741218 0.21639407 0.44753262]
 [0.77476954 0.9094548  0.9479644  ... 0.03997781 0.14763068 0.63832587]
 ...
 [0.4375035  0.41323045 0.34334338 ... 0.11509262 0.17778938 0.2474061 ]
 [0.47283947 0.4519872  0.45787516 ... 0.42546588 0.6244762  0.27004638]
 [0.59922373 0.6494306  0.6510398  ... 1.         1.         0.31114116]]","[[15.85928961 25.62264178 28.26785191 ... 13.81138455 21.40954331
  15.38079992]
 [ 7.4624451  10.92376482  9.37683039 ... 13.03960813  8.16856464
   5.39409786]
 [10.67829595 14.84273983 14.66030737 ... 19.24348205 13.05737019
   7.6637464 ]
 ...
 [14.54964837 12.5221935  15.69590397 ... 20.00294003 18.13973341
  11.01033239]
 [13.74436786 14.80751315 13.26315166 ... 15.89697123 11.49376908
  12.42266501]
 [16.94791286 20.78654134 35.80345527 ... 36.92567081 23.89220809
  19.31126128]]",99.38401442307692,0
665,"[-65.73321    15.188601  -87.94882    -8.053282   25.868023    9.875467
  24.981604   -2.0577016  16.355568   27.8996      8.847908  -17.9911
   1.8258426 -11.231596   12.340807  -20.283117   30.451813  -21.470985
  -5.1274977  -2.691688 ]","[0.66512483 0.27854648 0.06619727 0.0930623  0.3753186  0.71262926
 0.8225148  0.79502743 1.         0.69368786 0.4019696  0.54019976]","[ 1.02204072  7.99030008  9.90997426 10.24163145 12.34082281 18.03179423
 23.89827255]","[[-65.73321  ]
 [ 15.188601 ]
 [-87.94882  ]
 [ -8.053282 ]
 [ 25.868023 ]
 [  9.875467 ]
 [ 24.981604 ]
 [ -2.0577016]
 [ 16.355568 ]
 [ 27.8996   ]
 [  8.847908 ]
 [-17.9911   ]
 [  1.8258426]
 [-11.231596 ]
 [ 12.340807 ]
 [-20.283117 ]
 [ 30.451813 ]
 [-21.470985 ]
 [ -5.1274977]
 [ -2.691688 ]]","[[0.66512483]
 [0.27854648]
 [0.06619727]
 [0.0930623 ]
 [0.3753186 ]
 [0.71262926]
 [0.8225148 ]
 [0.79502743]
 [1.        ]
 [0.69368786]
 [0.4019696 ]
 [0.54019976]]","[[ 1.02204072]
 [ 7.99030008]
 [ 9.90997426]
 [10.24163145]
 [12.34082281]
 [18.03179423]
 [23.89827255]]",117.45383522727273,0
666,"[-4.3034070e+02 -2.5031935e+01  6.2004181e+01 -2.0066187e+01
 -2.6069131e-01  1.8009062e+01 -3.4133057e+01  2.9827421e+01
 -6.1171741e+00 -2.2754190e+01  1.1148328e+01  1.0157883e+01
 -2.5694053e+00  2.5339122e+00 -6.4908404e+00 -1.2718238e+00
  8.5079641e+00 -9.9805766e-01 -1.0651408e+01  9.3877783e+00]","[0.13897194 0.21297854 0.2752362  0.4593209  0.28884804 0.27536824
 0.41174403 0.6994373  0.5959101  0.35305154 0.10447555 0.08119571]","[ 5.26938069  2.63456246  6.14538952 10.82191268  9.90264231 22.55195146
 47.12078759]","[[-5.5674005e+02 -4.0511343e+02 -3.2916861e+02]
 [ 6.6440697e+01 -6.6134232e+01 -7.5402267e+01]
 [ 6.1013515e+01  6.3826248e+01  6.1172783e+01]
 [-5.7304176e+01 -2.7977152e+00 -9.6672773e-02]
 [ 4.3845276e+01 -2.2014076e+01 -2.2613274e+01]
 [-2.3561861e+01  3.8688122e+01  3.8900925e+01]
 [-6.6902933e+00 -4.7539021e+01 -4.8169853e+01]
 [ 1.8145844e+01  3.6684479e+01  3.4651939e+01]
 [ 1.5561727e+01 -1.4479735e+01 -1.9433514e+01]
 [-2.0429777e+01 -2.3194450e+01 -2.4638348e+01]
 [-9.7064381e+00  2.1548115e+01  2.1603310e+01]
 [ 2.2537228e+01  2.7189445e+00  5.2174749e+00]
 [-5.5068517e-01 -3.5794306e+00 -3.5781002e+00]
 [-4.1330218e+00  6.1700220e+00  5.5647364e+00]
 [-3.3512194e+00 -7.8819981e+00 -8.2393036e+00]
 [-2.7679100e+00 -7.5048578e-01 -2.9707560e-01]
 [ 2.7591019e+00  1.2008724e+01  1.0756067e+01]
 [ 1.4744400e+01 -8.5179214e+00 -9.2206516e+00]
 [-1.8965641e+01 -6.5796938e+00 -6.4088898e+00]
 [ 3.1038551e+00  1.2090260e+01  1.2969219e+01]]","[[0.385688   0.01539136 0.01583646]
 [0.5944786  0.02225575 0.02220129]
 [0.6356713  0.09642236 0.09361488]
 [1.         0.1894941  0.18846862]
 [0.33418554 0.26346096 0.26889762]
 [0.11016282 0.35341573 0.36252624]
 [0.10015313 0.56199586 0.5730831 ]
 [0.09831183 1.         1.        ]
 [0.10480911 0.83685553 0.84606564]
 [0.1205254  0.46960136 0.46902788]
 [0.14187482 0.08380566 0.08774617]
 [0.1916279  0.02525387 0.02670537]]","[[ 0.52961354 14.99850245  0.28002609]
 [ 0.87500769  6.31319861  0.71548108]
 [ 0.67245765 14.69456303  3.06914787]
 [14.58149602 15.00971728  2.87452475]
 [12.0590112   9.19163579  8.45727993]
 [13.03688245 27.91140759 26.70756434]
 [42.01736678 49.32928367 50.0157123 ]]",117.45383522727273,0
667,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,0
668,"[-133.47968      93.42404      11.443233     31.676777      7.9447713
   11.589183     -0.44810364    5.263548      0.8965144     2.2812228
    0.6183074     2.1759038    -4.9777145     1.1428334    -3.6233459
   -2.163973     -5.1456056    -1.1465139    -4.6610317    -1.6151246 ]","[0.4481094  0.5391968  0.37525496 0.3684807  0.37195572 0.48095578
 0.41458565 0.39985332 0.43266675 0.37705696 0.39557493 0.3385392 ]","[21.08309559 14.77927841 17.70920061 17.84247125 20.00670817 20.54762131
 47.18544377]","[[-530.4345 -530.4345 -530.4345 ... -530.4345 -530.4345 -530.4345]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.8069905  0.9295404  0.8469331  ... 0.8468701  0.88768035 0.92361975]
 [0.77751726 0.9815047  1.         ... 1.         0.9454755  0.8152395 ]
 [0.7851211  0.9177365  0.9417912  ... 0.9419121  1.         1.        ]
 ...
 [0.44483253 0.4204578  0.3422585  ... 0.34193712 0.3501924  0.3724997 ]
 [0.4775128  0.45112917 0.43529886 ... 0.43522784 0.41423395 0.50486916]
 [0.60147387 0.6479178  0.64436746 ... 0.64450204 0.65825164 0.6984852 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816905 18.84961618
  13.90207538]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47999152  9.10102539
   7.27753249]
 [10.6782955  16.38535285 15.85876973 ... 16.21793941 14.79085496
  14.53673259]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01922892 16.20768867
  11.25884969]
 [13.74436734 15.6826351  14.813587   ... 14.47346284 13.64315347
  12.60621522]
 [16.94791286 20.77833792 37.72385023 ... 37.72376359 21.38771
  17.25113397]]",112.34714673913044,0
669,"[-109.25492      82.30544     -21.832853      4.696711    -13.241174
    4.8452315    -4.0958085    -1.0107516    -4.8549657     0.39730167
   -2.8129425     0.58379126   -1.1015868     3.53782      -1.0453339
    4.3342733    -1.5974637     4.4057465    -1.1970713    -0.6715034 ]","[0.444782   0.25332946 0.37865648 0.41106722 0.24589154 0.25006732
 0.25936684 0.5045275  0.32918113 0.27604654 0.35261938 0.2823219 ]","[20.88018152 16.2292489  20.68873161 20.53898053 22.85093816 23.55606174
 48.26750495]","[[-533.1259 -533.1259 -533.1259 ... -533.1259 -533.1259 -533.1259]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.80110276 0.9292425  0.8499614  ... 0.9093297  0.9076704  0.8662618 ]
 [0.76987827 0.974259   1.         ... 0.91552716 1.         1.        ]
 [0.7781929  0.9116125  0.9376452  ... 0.99111944 0.92807794 0.99287564]
 ...
 [0.43995112 0.4157773  0.34208453 ... 0.3785751  0.41934046 0.4749688 ]
 [0.47443122 0.450657   0.4383288  ... 0.45770904 0.4598999  0.6046169 ]
 [0.59993786 0.6494365  0.64819884 ... 0.723198   0.68119556 0.7187082 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158417 24.19356286
  18.42641066]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261208  9.13216122
   4.95791534]
 [10.6782955  16.38535285 15.85876973 ... 13.05538713 12.12203566
  12.78163929]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969316 11.17119022
  14.57983432]
 [13.74436734 15.6826351  14.813587   ... 11.95542589 14.44755718
  15.07046218]
 [16.94791286 20.77833792 38.53217027 ... 38.13546263 22.47945881
  17.40303948]]",89.10290948275862,0
670,"[-199.39671     105.87883      -2.0830765    13.016691      2.0655668
    2.5335155     6.302547     -1.5039539     2.7130044     3.428474
   -3.045221      0.30014524   -3.8068054     0.29834926   -3.913258
    5.1255846     1.5268937    10.536674      3.2052283     1.6008676 ]","[0.2780089  0.3652742  0.30449557 0.32495922 0.34509835 0.30572236
 0.4419319  0.33045238 0.50197005 0.4869189  0.277975   0.29892096]","[20.20213106 15.36650514 19.56232211 20.65733584 20.21431688 20.8631336
 45.2922367 ]","[[-5.5470490e+02 -5.5470490e+02 -5.5470490e+02 ... -5.2486603e+02
  -5.4794452e+02 -5.5470490e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.8322151e+01
   9.2833652e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.8463076e+01
   8.4979963e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.1019831e+00
   4.6735678e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.3091419e+00
   4.2470970e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.4581775e-01
   3.5511727e+00  0.0000000e+00]]","[[0.79512775 0.928736   0.8529164  ... 1.         0.57612395 0.732921  ]
 [0.76231664 0.96695346 1.         ... 0.88984674 0.39323604 0.49528444]
 [0.7713856  0.9054934  0.93358517 ... 0.7383537  0.4141344  0.45596135]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.70730156 0.7161684  0.6434205 ]
 [0.47122255 0.45011774 0.44141367 ... 0.6787478  0.5712774  0.71648896]
 [0.59855324 0.6509295  0.65203273 ... 0.78943974 0.5590087  0.86143917]]","[[15.85928961 25.02011272 27.54972855 ... 24.49370461 13.16322932
  10.90784068]
 [ 7.4624451  13.08561006 12.95696569 ...  9.66659706 10.270054
   8.30699154]
 [10.6782955  16.38535285 15.85876973 ... 13.53079823 23.97359971
  13.21098957]
 ...
 [14.54964755 11.94932484 14.24598854 ... 11.99626896 12.39880176
  14.27068801]
 [13.74436734 15.6826351  14.813587   ... 15.71294202 12.71233846
  12.15301887]
 [16.94791286 20.77833792 39.54207977 ... 41.3957628  22.58977799
  18.78765586]]",99.38401442307692,0
671,"[-1.4366774e+02  7.4903664e+01  1.4434924e+00  1.2338098e+01
 -1.5796289e+00  4.3723993e+00 -3.8392613e+00  1.1900378e+00
 -2.0151441e+00  4.0569897e+00 -7.9502506e+00  1.8877630e+00
 -2.7034087e+00 -2.6860279e-01 -1.2796843e+00  2.8644137e+00
 -2.1086047e+00  2.1064804e+00  7.2374418e-02  3.3333127e+00]","[0.37042713 0.34482363 0.39087045 0.47820127 0.37565166 0.45547095
 0.36895043 0.3787897  0.4394083  0.41019538 0.50108933 0.3550026 ]","[18.94624084 14.86163921 18.28056764 19.07477908 19.92834073 20.04830102
 47.37700409]","[[-525.6022 -525.6022 -525.6022 ... -525.6022 -525.6022 -525.6022]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.80110276 0.9292425  0.8499614  ... 0.83898157 0.8771483  0.92202574]
 [0.76987827 0.974259   1.         ... 1.         0.9393007  0.8148934 ]
 [0.7781929  0.9116125  0.9376452  ... 0.95617825 1.         1.        ]
 ...
 [0.43995112 0.4157773  0.34208453 ... 0.34827217 0.35238808 0.37256464]
 [0.47443122 0.450657   0.4383288  ... 0.43321493 0.4165623  0.50756854]
 [0.59993786 0.6494365  0.64819884 ... 0.64424324 0.65601176 0.70238405]]","[[15.85928961 25.02011272 27.54972855 ... 24.28015171 18.67018801
  13.91047361]
 [ 7.4624451  13.08561006 12.95696569 ... 12.80500752 13.27501425
   7.34989679]
 [10.6782955  16.38535285 15.85876973 ... 12.29172034 13.74749682
  14.13416457]
 ...
 [14.54964755 11.94932484 14.24598854 ... 12.55731137 11.33643283
  11.36939369]
 [13.74436734 15.6826351  14.813587   ... 11.94053141 13.50115195
  12.64445812]
 [16.94791286 20.77833792 37.31988232 ... 37.26436796 21.27939627
  17.18307182]]",117.45383522727273,0
672,"[-59.998493    74.13804      4.265749    24.299168    13.885463
   9.021827     3.330754     9.328964    -0.45972723   6.4963846
   2.0142       3.001494    -1.1541891    4.2697005   -0.886436
   0.8379647   -1.8966445    1.4005477   -4.3471375    3.9160922 ]","[0.4111751  0.45465827 0.36545527 0.4239782  0.5741868  0.4373265
 0.46048346 0.38760638 0.42484024 0.3615272  0.38726828 0.5123993 ]","[21.44788446 14.96597831 18.71694954 19.95869277 21.1173114  23.33017996
 47.57572404]","[[-473.264 -473.264 -473.264 ... -473.264 -473.264 -473.264]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 ...
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]]","[[0.79512775 0.9287352  0.85352373 ... 0.85284    0.894024   0.9210953 ]
 [0.76231664 0.96695405 1.         ... 1.         0.9458432  0.81534135]
 [0.7713856  0.9054937  0.932592   ... 0.93370533 1.         1.        ]
 ...
 [0.435054   0.41117597 0.3391917  ... 0.34164906 0.35163087 0.3731056 ]
 [0.47122255 0.45011717 0.43728557 ... 0.44136295 0.42146966 0.5102249 ]
 [0.59855324 0.6509304  0.6493118  ... 0.65216345 0.66897064 0.7067141 ]]","[[15.85928961 25.020099   25.60789622 ... 28.03817579 18.84961618
  13.90207407]
 [ 7.4624451  13.08687074 14.34362385 ... 14.47997282  9.10102877
   7.27752872]
 [10.67829595 16.3942964  14.79102789 ... 16.21793767 14.79084861
  14.5367355 ]
 ...
 [14.54964755 11.95075709 13.23269105 ... 15.01920365 16.20772803
  11.25885683]
 [13.74436786 15.6823894  15.74940286 ... 14.47345413 13.6431515
  12.60621405]
 [16.94791286 20.7779492  35.37143905 ... 35.27780702 21.38769807
  17.25113844]]",112.34714673913044,0
673,"[-8.7349640e+01  7.6713844e+01  6.9183846e+00  1.0677394e+01
  1.0907511e+01  3.0839641e-02  8.2707530e-01 -1.3455253e+00
  2.4214933e+00  5.3914642e-01 -6.0986800e+00 -2.5171956e-01
 -8.1931353e+00  3.0533895e-01 -4.2057452e+00  4.5468178e+00
 -2.1985955e+00  3.5241053e+00  6.3816661e-01  3.7589097e+00]","[0.3199706  0.34604877 0.31301534 0.39114612 0.28292373 0.3835724
 0.4045762  0.30013844 0.3864877  0.3355533  0.4457534  0.34521884]","[21.58639986 16.81944019 21.77735022 22.78058943 23.48288113 24.02334567
 46.39129233]","[[-452.4071 -452.4071 -452.4071 ... -452.4071 -452.4071 -452.4071]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.8040605  0.92353314 0.7754823  ... 0.62126607 0.7163332  0.9087126 ]
 [0.7736919  0.9809516  1.         ... 0.5259093  0.45933738 0.91573745]
 [0.7816468  0.9133204  0.8933401  ... 1.         1.         0.94011486]
 ...
 [0.44239497 0.42011854 0.34706706 ... 0.91777605 0.78446484 0.45452952]
 [0.4759914  0.45060474 0.42795572 ... 0.33979878 0.38496748 0.43647623]
 [0.6006898  0.64684445 0.64671785 ... 0.55780137 0.71714497 0.5571833 ]]","[[15.85928961 23.46371224 22.90644257 ... 13.92228928 18.119565
  16.02994147]
 [ 7.4624451  14.23175339  7.11475347 ...  7.04668843  7.60220802
  18.67689673]
 [10.67829595 11.06658262 12.38395356 ...  9.76467195 20.93447187
   7.56636577]
 ...
 [14.54964714 11.19611087 15.02363042 ... 23.24442296 18.52688973
  15.54131545]
 [13.74436786 13.64968373 12.77160959 ... 15.39150805 16.41218116
  12.18472286]
 [16.94791257 20.74875777 34.6724161  ... 43.18689961 30.8490662
  22.14076828]]",117.45383522727273,0
674,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,0
675,"[-60.42196     79.812096     7.5354114   22.224466    10.616932
   3.6905978    4.635055     3.7159393    3.0974197    5.505893
  -4.798251     4.252702    -3.3391514    3.6927123   -4.1696105
  -0.5095345   -2.3035688   -0.10745896  -2.7875547    3.8833625 ]","[0.35452116 0.39635196 0.44534266 0.36859733 0.419984   0.3773385
 0.48313218 0.3407583  0.34709007 0.38636607 0.38428324 0.48066404]","[20.25969621 14.83909131 18.65598602 20.05293528 21.99186498 23.15716054
 46.98852402]","[[-486.92233 -486.92233 -486.92233 ... -486.92233 -486.92233 -486.92233]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7981228  0.92319834 0.77915525 ... 0.77392346 1.         0.963238  ]
 [0.7660838  0.9737237  1.         ... 0.7454366  0.9225146  0.81904674]
 [0.77476954 0.9071171  0.8906292  ... 0.91897386 0.94037557 1.        ]
 ...
 [0.4375035  0.41556862 0.3490127  ... 0.41139042 0.2605463  0.35296193]
 [0.47283947 0.44995245 0.43642926 ... 0.4441083  0.37014472 0.5229738 ]
 [0.59922373 0.6482638  0.6637892  ... 0.67609143 0.7499385  0.72684944]]","[[15.85928961 23.46371126 26.41786957 ... 25.77433415 16.23354895
  13.8752735 ]
 [ 7.4624451  14.23175346  8.30013923 ...  8.75845968 14.10055974
   8.18264629]
 [10.6782955  11.06659009 15.36643386 ... 16.26690487 14.76630779
  11.42500701]
 ...
 [14.54964755 11.19610999 14.60198528 ... 12.59320049 15.26475151
  12.41118334]
 [13.74436786 13.64968028 12.24769679 ... 13.87641519 13.36437909
  11.97801218]
 [16.94791257 20.74875639 37.47856827 ... 38.02650203 21.52686746
  17.11189091]]",112.34714673913044,0
